date,store_id,department,weekly_sales,pred_linear_regression,pred_random_forest,pred_xgboost
2024-06-22,9,17,17049.73,32000.797748759534,33333.31493294821,34126.0
2024-06-29,9,17,34407.87,25897.8304114138,34632.96725206348,34656.918
2024-07-06,9,17,14377.05,35374.76814078116,37670.665782231845,41838.418
2024-07-13,9,17,40107.55,26987.53086489597,29222.22875339313,32993.58
2024-07-20,9,17,11266.06,29130.59767157083,31656.72192927614,32364.33
2024-07-27,9,17,10667.55,27047.24849608603,29336.532254916438,32823.676
2024-08-03,9,17,44013.24,29379.204318362245,26601.95295804929,32211.203
2024-08-10,9,17,58769.11,32344.536468411745,33351.77376088882,31758.889
2024-08-17,9,17,51033.18,36388.228052004975,38606.81781223675,36328.293
2024-08-24,9,17,20420.18,28547.18190519217,34945.68747838632,36358.91
2024-08-31,9,17,47566.77,33427.37273270818,34934.93890807509,35527.13
2024-06-01,9,18,67151.07,44312.004834486754,38035.597244222394,41503.23
2024-06-08,9,18,53259.36,45093.50154245981,38350.898985292915,40869.582
2024-06-15,9,18,27798.93,40365.210802018286,37757.18947379698,41423.5
2024-06-22,9,18,47276.41,40254.10737007715,37554.19103773319,41609.332
2024-06-29,9,18,40921.11,33844.937473098515,36935.15252515391,40089.64
2024-07-06,9,18,73214.97,44724.0149158165,47630.997635648295,52056.465
2024-07-13,9,18,43172.73,37832.41576206498,38745.05011499327,40847.87
2024-07-20,9,18,57134.72,37979.763450822276,35517.268890551946,41455.41
2024-07-27,9,18,73187.8,39005.58346056636,37027.8290185855,39401.426
2024-08-03,9,18,47787.37,43554.65664989307,40544.21775208978,42047.99
2024-08-10,9,18,13989.82,43783.975111353924,38507.439804415095,39813.594
2024-08-17,9,18,16151.07,47333.33964594108,36490.88791207639,42241.184
2024-08-24,9,18,72165.9,38123.27257377339,37845.02800992815,41082.246
2024-08-31,9,18,50096.5,46386.69987467986,38708.433567019296,42630.25
2024-06-01,9,19,11220.59,41463.994603750085,37978.20424227719,42809.19
2024-06-08,9,19,66503.51,39594.48062785258,37645.74304247055,42114.48
2024-06-15,9,19,36213.07,38342.72532712934,38993.08580796842,41631.54
2024-06-22,9,19,65899.92,40358.15529756849,39721.436136962744,42450.992
2024-06-29,9,19,64350.61,34830.629290656754,39451.191650473374,41311.008
2024-07-06,9,19,27699.49,45977.02865641528,56705.784895418656,56006.61
2024-07-13,9,19,49716.9,36572.24408323473,39078.73059099492,41576.69
2024-07-20,9,19,17327.32,36774.03537176596,39272.54293596613,40233.062
2024-07-27,9,19,66263.83,36573.81104177047,39302.273274374216,42057.844
2024-08-03,9,19,42426.39,43847.845527794525,40692.794062043635,41578.74
2024-08-10,9,19,16631.04,43041.81341122139,38815.27023322483,41090.176
2024-08-17,9,19,64816.51,43894.81824872435,38844.09248648188,42737.535
2024-08-24,9,19,20245.33,35551.89086843641,38905.40965977663,41012.195
2024-08-31,9,19,52058.74,38744.23275540058,35432.67804880054,39224.203
2024-06-01,9,20,74774.02,41077.11141738414,39971.94393155524,42789.3
2024-06-08,9,20,42259.35,40906.82894071631,42340.467638901304,43145.707
2024-06-15,9,20,70490.27,37079.12298694249,40208.58301502832,41021.457
2024-06-22,9,20,43642.71,41286.76846520659,37873.3447937471,41237.836
2024-06-29,9,20,28203.13,35915.333632993395,41415.01137627478,42370.58
2024-07-06,9,20,52749.27,48760.457061626694,49732.93695179411,56225.133
2024-07-13,9,20,17758.61,43066.71820633604,38551.82322019819,44303.242
2024-07-20,9,20,61009.3,40754.79375608375,42743.014330351514,41821.656
2024-07-27,9,20,14562.93,39379.302616007546,41358.46293705586,42674.52
2024-08-03,9,20,31428.89,40137.67986205337,40719.84427174608,41109.547
2024-08-10,9,20,33545.42,39678.70846001507,37504.56165340056,41380.66
2024-08-17,9,20,68794.03,39666.00289906787,36267.88187174851,40941.656
2024-08-24,9,20,45977.94,32514.36923857846,39881.06422043776,42546.46
2024-08-31,9,20,58240.13,38506.33879287314,37028.9110938011,40331.207
2024-06-01,10,1,5180.34,41158.196114170314,33914.58781560403,29966.055
2024-06-08,10,1,16061.19,39497.33259002692,34781.98258745437,31418.873
2024-06-15,10,1,24080.48,32384.234596370086,36956.47694957474,29714.424
2024-06-22,10,1,31226.75,34446.00583539508,33600.3337363052,29518.193
2024-06-29,10,1,34737.97,32709.13135693004,35032.52444453022,29398.38
2024-07-06,10,1,41313.72,50336.26574138222,37913.3046907993,33299.84
2024-07-13,10,1,38327.87,40892.36451045947,35955.81340791709,30746.94
2024-07-20,10,1,26915.37,37455.092399172085,37271.7565681008,28242.25
2024-07-27,10,1,28998.5,39927.565294003136,38808.573365133794,29829.555
2024-08-03,10,1,39485.5,42435.43753562051,33213.51481943021,30206.996
2024-08-10,10,1,33015.71,47501.604192957755,31225.63054134052,31152.459
2024-08-17,10,1,25615.42,36527.01242899036,33088.4079657929,31767.908
2024-08-24,10,1,25645.28,44717.10108185621,33412.86665065987,31770.691
2024-08-31,10,1,10482.54,38864.714830234996,34225.06221366232,29923.648
2024-06-01,10,2,32337.42,39812.81524755655,42327.99574490965,31746.297
2024-06-08,10,2,47124.75,40331.18673246493,36386.96004351016,31301.883
2024-06-15,10,2,20139.98,33579.13134804375,33966.96255278199,29777.447
2024-06-22,10,2,7946.17,38181.0580593927,34659.77907176685,30197.084
2024-06-29,10,2,51703.33,38160.89898379635,33250.03708890679,31582.117
2024-07-06,10,2,40977.95,57260.20391437454,54325.61359397514,45315.938
2024-07-13,10,2,18666.7,47366.20470247827,33297.66124830945,32871.01
2024-07-20,10,2,47680.17,42512.9442918432,33595.79303856887,32597.717
2024-07-27,10,2,50329.14,44835.25840473722,32756.293822140335,30501.865
2024-08-03,10,2,40046.62,46258.50018256089,34205.079828462454,31236.516
2024-08-10,10,2,40910.28,48810.3279308047,34872.2245744844,31545.074
2024-08-17,10,2,16272.12,37789.568263233814,33313.39844656705,32337.443
2024-08-24,10,2,54265.84,48685.115002868166,35941.499922910865,33664.16
2024-08-31,10,2,23819.93,43615.71368911162,34740.15607240021,34469.45
2024-06-01,10,3,10204.73,41323.16017866014,35985.57595274552,34232.656
2024-06-08,10,3,56407.5,42837.09964704181,36707.454704178606,33784.34
2024-06-15,10,3,36072.33,38575.367022097395,39325.46843694293,34616.656
2024-06-22,10,3,20349.29,39576.93881197274,39461.781501153586,33492.406
2024-06-29,10,3,16192.48,38386.046175154945,35445.46197756587,33622.625
2024-07-06,10,3,62001.19,56068.52291271772,49390.075501203246,41830.266
2024-07-13,10,3,42458.03,46413.28969336522,36252.40369383964,33888.52
2024-07-20,10,3,19542.63,42269.97526170262,36814.477602836065,33142.484
2024-07-27,10,3,47257.22,45155.44413753187,37081.125842197456,34707.367
2024-08-03,10,3,56308.88,47998.08154574833,36479.90776852822,34395.99
2024-08-10,10,3,8332.81,51039.458461338705,38998.12382861559,35639.91
2024-08-17,10,3,5391.39,38809.30552369412,37959.11681653874,35811.992
2024-08-24,10,3,46063.81,47762.03022420885,38282.32535800567,33808.094
2024-08-31,10,3,38525.82,44613.714686115345,40687.13274150112,35733.87
2024-06-01,10,4,20762.75,42209.12528624678,36489.03754346099,34632.656
2024-06-08,10,4,35103.08,44888.22922578113,37532.76347763572,34519.96
2024-06-15,10,4,12503.91,36552.54101079463,36189.895104304866,34732.78
2024-06-22,10,4,27490.25,37921.601322084956,36139.954839597594,32805.41
2024-06-29,10,4,62879.48,37968.79661330824,36225.044969387905,33735.008
2024-07-06,10,4,55931.06,59858.602601261104,52311.53230572155,46950.5
2024-07-13,10,4,56933.33,47723.717346486475,40365.985397002376,35218.67
2024-07-20,10,4,46502.27,44233.38882476738,38555.85565366493,36128.46
2024-07-27,10,4,45472.36,46189.56161795062,39581.374368267905,37686.87
2024-08-03,10,4,51511.22,48409.92584050072,42140.12072831658,37218.445
2024-08-10,10,4,8581.06,53215.52799310607,43959.787472364325,38837.855
2024-08-17,10,4,45835.41,44354.89159154925,44752.79999410078,40196.02
2024-08-24,10,4,51855.47,54333.644106824875,46679.53665573901,39503.49
2024-08-31,10,4,25579.62,48236.086713558885,44891.18608918581,38040.805
2024-06-01,10,5,6058.01,36348.057180022806,34958.98960991579,33038.45
2024-06-08,10,5,39102.59,37842.877188351966,36374.92532946714,33221.547
2024-06-15,10,5,16839.8,31156.6019894594,39221.90328014312,32113.537
2024-06-22,10,5,9960.19,34346.14704353533,35129.63795199166,32290.393
2024-06-29,10,5,18190.59,32763.173118649545,38358.60002398829,30546.543
2024-07-06,10,5,40344.82,51300.531364740375,35544.16109055893,36670.133
2024-07-13,10,5,16364.98,39859.82516335638,35149.927454056626,31822.516
2024-07-20,10,5,32797.71,36331.5478781464,34890.19592993505,31729.395
2024-07-27,10,5,60166.18,38476.47795373283,35942.46389062612,32166.736
2024-08-03,10,5,26156.34,43563.00690773866,35993.661595452235,32613.043
2024-08-10,10,5,9957.82,45782.89648251239,37906.26169396976,34622.316
2024-08-17,10,5,35795.16,34789.756348403236,38946.72072222742,35488.027
2024-08-24,10,5,43491.23,45912.438546034464,40468.88060486981,34614.973
2024-08-31,10,5,9852.24,40605.1257026233,37655.92376456232,34322.57
2024-06-01,10,6,31086.08,42868.97132076074,39655.098628770924,38638.863
2024-06-08,10,6,10673.48,42337.442025700155,37764.70528698475,38056.22
2024-06-15,10,6,10804.21,35783.2635551823,37464.719967148056,36349.97
2024-06-22,10,6,16264.86,37394.03082860585,36765.93498707457,34966.297
2024-06-29,10,6,41838.4,36170.088417689054,37044.23118697992,35692.023
2024-07-06,10,6,25299.34,54733.715799386926,38848.13546725127,41963.117
2024-07-13,10,6,57664.72,42160.07779260421,37016.29254476217,35805.902
2024-07-20,10,6,25343.36,40317.48197079244,39529.11909519011,35758.55
2024-07-27,10,6,42797.03,41342.510727023815,41959.39693501586,35465.867
2024-08-03,10,6,35096.86,42559.10089013903,34452.09941958804,36071.625
2024-08-10,10,6,50957.76,47874.525360404434,38453.18393211687,35690.414
2024-08-17,10,6,65930.39,38611.23053871161,38209.407760432834,37712.953
2024-08-24,10,6,9485.87,50592.70694557789,42998.1259793055,40090.613
2024-08-31,10,6,56446.98,44563.169877764754,40612.64276906483,41448.215
2024-06-01,10,7,67109.71,43942.502714914415,38323.60617050967,39877.855
2024-06-08,10,7,31646.21,50069.84899806465,45333.499332473606,42712.324
2024-06-15,10,7,15380.36,42759.10528299212,45078.79315370234,43754.105
2024-06-22,10,7,61686.8,43845.29588732118,41065.27679353608,41700.184
2024-06-29,10,7,37670.01,44679.291261272156,42082.42757098457,41827.42
2024-07-06,10,7,61826.6,61041.70627672382,55852.740830340445,55625.098
2024-07-13,10,7,44173.02,50905.36382023137,43855.19103670416,44102.844
2024-07-20,10,7,64735.85,48090.33342277191,44427.77777972303,41422.164
2024-07-27,10,7,59653.76,51592.62932183191,45901.95519019281,43585.164
2024-08-03,10,7,43427.44,51092.708156052504,46387.001826138425,45668.055
2024-08-10,10,7,30249.32,55597.894173113345,46721.28643631084,44757.68
2024-08-17,10,7,8817.46,46578.24815034692,48028.84738348085,44112.367
2024-08-24,10,7,62775.94,53268.34518805087,43611.606847304996,42747.008
2024-08-31,10,7,16350.99,49630.020880729564,48557.233792736755,45012.145
2024-06-01,10,8,61374.05,47240.68267137913,41628.178463961056,42226.12
2024-06-08,10,8,16109.09,48217.364148372806,41733.24900244418,41572.492
2024-06-15,10,8,64246.34,39100.25089402423,41725.99632729465,41449.723
2024-06-22,10,8,38342.01,46013.7701638317,43421.4422454237,42551.105
2024-06-29,10,8,59202.98,44980.265774680134,42536.79359700165,42893.1
2024-07-06,10,8,25717.03,62523.52211445798,56472.23938779381,55975.58
2024-07-13,10,8,20854.77,50431.87833212359,42884.92773242571,43113.97
2024-07-20,10,8,39192.7,47879.51790465974,41566.51186539839,41876.992
2024-07-27,10,8,64934.8,49590.207662034234,40734.1128471233,40887.17
2024-08-03,10,8,33565.29,50388.99204531327,41812.843026832656,42497.066
2024-08-10,10,8,57609.65,54062.59885059177,43991.35636819699,43008.996
2024-08-17,10,8,29350.62,41787.43215163049,41993.65370300391,41808.12
2024-08-24,10,8,59712.16,50500.97846078824,41639.707110004194,42102.2
2024-08-31,10,8,9984.31,44573.15178289303,40590.709142666536,42306.85
2024-06-01,10,9,10497.02,46110.66370603059,39978.07517219985,42696.324
2024-06-08,10,9,56817.03,44440.4224800121,38721.57218464995,40091.44
2024-06-15,10,9,19275.88,40184.9296454015,40933.32755073221,42315.87
2024-06-22,10,9,73841.16,40852.573871035376,40593.74365037084,39978.25
2024-06-29,10,9,41415.8,43622.879803328906,44536.37304401692,43636.793
2024-07-06,10,9,15182.26,59160.45675419628,57370.53714527607,55764.43
2024-07-13,10,9,66217.86,47660.32639965399,41584.08031900326,41988.168
2024-07-20,10,9,60394.63,46744.416111881954,41517.172371356624,42012.453
2024-07-27,10,9,63879.8,51180.89840559793,43376.02851396103,44958.36
2024-08-03,10,9,76891.46,54389.2702675855,49565.85587547825,47289.934
2024-08-10,10,9,43465.44,56662.31794105848,47526.713563058845,48008.914
2024-08-17,10,9,76904.17,47954.38375034677,51747.7348959933,47335.254
2024-08-24,10,9,47294.71,57280.672875289056,52126.67061005121,48505.273
2024-08-31,10,9,31589.72,53001.79293524431,52746.274986608594,49140.727
2024-06-01,10,10,59590.71,49626.97172981848,46558.366799049974,45314.656
2024-06-08,10,10,77893.26,50497.6616556664,46711.99541487678,47009.195
2024-06-15,10,10,42531.91,45480.26913526478,49234.22977167417,47159.78
2024-06-22,10,10,18246.2,46052.15223153668,46773.66949349166,46378.89
2024-06-29,10,10,31620.41,46917.44952865637,47040.685889967426,47000.168
2024-07-06,10,10,85556.02,65741.80989418787,65659.95898149705,61735.18
2024-07-13,10,10,23318.2,58779.47482983929,51332.239118160185,48429.48
2024-07-20,10,10,41071.99,54838.2525432257,49685.51516356222,49445.043
2024-07-27,10,10,34663.62,53885.27506631928,48119.529775713294,47474.77
2024-08-03,10,10,9126.25,53455.50244099918,48237.52568843888,45508.727
2024-08-10,10,10,20876.87,50045.48630183016,40988.493849305065,39514.875
2024-08-17,10,10,52767.43,38011.85975769084,39865.40553892684,38615.12
2024-08-24,10,10,58276.78,49587.18507192328,39377.86268067101,41029.316
2024-08-31,10,10,41105.61,45458.5218689382,43568.4839651101,46226.656
2024-06-01,10,11,62915.62,55311.41750888623,52756.5200562282,49995.977
2024-06-08,10,11,69022.15,54728.428154393776,52572.800920465765,49234.59
2024-06-15,10,11,60725.87,47294.69252033562,48753.506613391255,48475.426
2024-06-22,10,11,58505.21,51667.63319268512,52781.368695589954,48925.277
2024-06-29,10,11,80770.45,48081.25649531594,51477.97244100014,51346.242
2024-07-06,10,11,86416.81,67139.83003951272,73739.23344631928,65297.633
2024-07-13,10,11,74679.08,59910.89926597734,52756.47182099646,47199.098
2024-07-20,10,11,30357.69,57731.904615681626,53054.760741610415,47185.58
2024-07-27,10,11,68915.47,62810.58288056944,53622.11046324701,49599.117
2024-08-03,10,11,56612.18,64194.510992118514,53139.00881431995,48768.49
2024-08-10,10,11,15684.99,66321.77360304678,52774.62495512126,48642.14
2024-08-17,10,11,33945.33,52505.43258639046,54885.20694070684,50797.59
2024-08-24,10,11,24687.62,60027.14084132584,52122.66838693195,50821.035
2024-08-31,10,11,75600.37,49982.97420152726,49631.10796832025,48899.164
2024-06-01,10,12,69188.02,55153.94467479706,53117.794118517566,48419.414
2024-06-08,10,12,38055.06,56525.329377763854,51727.68501817531,51753.008
2024-06-15,10,12,22150.99,52107.39191413001,52319.01645841557,51618.42
2024-06-22,10,12,68039.41,55010.419610238525,52179.515335427604,49735.45
2024-06-29,10,12,52432.91,53415.61323827315,53493.128935430104,50696.297
2024-07-06,10,12,68322.24,70646.739708888,62829.82902157241,63573.223
2024-07-13,10,12,35621.67,59758.01099892798,53924.09126622515,49784.137
2024-07-20,10,12,80488.52,53537.656325404656,52531.42239709808,50014.043
2024-07-27,10,12,48890.13,56046.75608596244,51782.30863453976,49381.934
2024-08-03,10,12,56203.33,55439.407574087214,48387.69368264578,49035.082
2024-08-10,10,12,81057.62,59712.369164682175,52770.99828149013,50724.527
2024-08-17,10,12,22941.53,52327.33268378172,52634.36827890489,49419.66
2024-08-24,10,12,80943.05,58882.846126572775,51633.88001640364,51122.336
2024-08-31,10,12,26885.71,55882.13265935158,53043.04447346459,52105.0
2024-06-01,10,13,61560.29,54275.44419776282,53296.646571828416,51993.96
2024-06-08,10,13,62075.46,57049.49767143594,51962.41600982736,52841.285
2024-06-15,10,13,44390.38,51327.48142706804,55697.66507191218,52125.746
2024-06-22,10,13,71338.2,50963.824468709376,50414.27142165914,50159.574
2024-06-29,10,13,10986.81,50381.15180658052,51772.59509589789,50320.04
2024-07-06,10,13,85005.08,67864.11166676739,71271.69435360217,63048.824
2024-07-13,10,13,65096.69,58406.486506851674,52485.966946595174,52285.37
2024-07-20,10,13,18504.53,58415.5955272959,53200.12940712709,52153.24
2024-07-27,10,13,35596.78,57356.45995338061,50815.12677799585,51972.535
2024-08-03,10,13,84253.86,56240.99649720104,51597.72767439906,49653.844
2024-08-10,10,13,61609.65,61393.80593476061,50683.57265346823,50241.113
2024-08-17,10,13,12737.31,49993.43629637107,53275.02685383045,52528.137
2024-08-24,10,13,25005.7,55078.51764038104,50203.013593712116,52101.02
2024-08-31,10,13,55749.8,51777.70784292029,49980.879432931004,52365.223
2024-06-01,10,14,13256.51,57872.86560543198,54827.18122653223,52888.293
2024-06-08,10,14,92560.65,53874.93570652564,49659.94404559635,50792.08
2024-06-15,10,14,25839.88,49496.93603230212,48828.32813217817,52515.08
2024-06-22,10,14,72394.02,49362.26496692534,50206.87412084896,50156.867
2024-06-29,10,14,45318.94,47215.702562361235,47456.159365536325,49496.82
2024-07-06,10,14,36611.29,63748.865888531516,71688.09863700184,62737.86
2024-07-13,10,14,69779.25,52286.20250226402,47293.59487012544,48639.477
2024-07-20,10,14,57049.62,53203.84648623784,47600.995465785556,49054.11
2024-07-27,10,14,24961.98,54200.32622606289,48055.24602031804,49892.34
2024-08-03,10,14,84385.73,55906.780931337846,51488.98284576234,49876.316
2024-08-10,10,14,59108.21,60340.156558221766,50316.466826460855,51421.13
2024-08-17,10,14,86205.92,50755.9063187911,52394.99627974145,51550.6
2024-08-24,10,14,64929.26,60085.40243665261,54866.80818485862,52625.445
2024-08-31,10,14,31087.39,53765.98132712044,52916.02478688379,52959.285
2024-06-01,10,15,65204.71,59288.16281139208,52895.20465524242,54249.74
2024-06-08,10,15,11416.92,61146.328153546456,53937.14694047409,56347.395
2024-06-15,10,15,88247.77,53974.30374682471,57858.40029550466,56261.402
2024-06-22,10,15,22572.5,57848.5915876907,53022.23254602517,55113.836
2024-06-29,10,15,51922.78,53309.721001609614,54827.293792627475,55271.457
2024-07-06,10,15,56711.38,67976.95298737223,66833.72812315673,69075.945
2024-07-13,10,15,51463.42,56702.34193044778,51136.836352237726,53767.09
2024-07-20,10,15,25135.16,53356.14392939611,54444.73023450411,52162.25
2024-07-27,10,15,68734.99,51364.91966134025,46482.233627861046,48312.652
2024-08-03,10,15,88593.61,53230.7360732772,48622.80671198437,51166.145
2024-08-10,10,15,61698.3,62570.65662249184,53619.54847902735,53584.516
2024-08-17,10,15,43110.08,48716.03049916037,51572.40662173791,53438.85
2024-08-24,10,15,49606.41,57687.455622126516,52425.101681805885,52767.586
2024-08-31,10,15,18432.4,53012.72992469105,53174.22473031416,53511.695
2024-06-01,10,16,27563.32,56969.11865360621,53298.38236754431,57110.53
2024-06-08,10,16,33275.12,61243.41342437501,54401.26794121379,61188.113
2024-06-15,10,16,11407.5,56135.66049266949,54124.198714901715,59407.22
2024-06-22,10,16,48553.09,55924.617012969604,52759.959602111776,56704.414
2024-06-29,10,16,11142.95,50925.333892374525,58012.84725032979,57360.97
2024-07-06,10,16,16633.97,65060.32996620992,62857.703687118075,69294.48
2024-07-13,10,16,83986.33,50639.76312352127,49938.85751015317,53379.395
2024-07-20,10,16,18534.28,49447.10804328284,47717.65721293389,52007.31
2024-07-27,10,16,35673.41,46407.77049114026,45418.82545876609,49677.37
2024-08-03,10,16,97726.11,46703.4417940545,46300.268631498184,49028.2
2024-08-10,10,16,40731.07,56340.57092737863,49390.65781290396,51884.89
2024-08-17,10,16,93712.76,45327.038140358156,46741.24432141946,53447.777
2024-08-24,10,16,58017.53,56446.238920273776,53150.474177466494,56349.812
2024-08-31,10,16,65848.19,53791.83884513415,54636.46955809938,57782.637
2024-06-01,10,17,63704.07,56427.40301985031,57126.26421922697,57346.18
2024-06-08,10,17,15705.45,58837.283159896346,55680.87647654675,57169.734
2024-06-15,10,17,63103.28,46871.067415929276,51620.25387266954,56995.72
2024-06-22,10,17,91529.11,48360.33166392237,49558.973121280214,53494.066
2024-06-29,10,17,72060.13,51723.3560680521,51542.9927718235,57739.32
2024-07-06,10,17,67802.1,70026.42149865613,71611.14856288664,71820.68
2024-07-13,10,17,42831.25,53767.54484877863,51457.427447229835,54393.145
2024-07-20,10,17,17230.19,54650.99391928405,55624.28792515505,57203.19
2024-07-27,10,17,32950.65,57590.03568531927,56366.71583453773,57431.207
2024-08-03,10,17,38870.79,56325.257126436285,51284.7132772985,54584.89
2024-08-10,10,17,17870.37,59659.96398698817,50114.24804473013,54895.195
2024-08-17,10,17,41114.6,44755.27071028856,55231.57497958,55956.29
2024-08-24,10,17,27510.06,49833.38449115145,53173.93613631011,50430.004
2024-08-31,10,17,78252.42,41269.400054367594,46140.55046450211,47167.746
2024-06-01,10,18,73743.16,51645.952085921155,59154.671912952625,58894.242
2024-06-08,10,18,69851.5,57579.39642031147,55225.40782202392,57329.93
2024-06-15,10,18,93213.48,53759.89554075944,65987.84347457472,57851.168
2024-06-22,10,18,63339.64,61118.228907042336,59740.05727804268,58683.76
2024-06-29,10,18,54980.36,62469.53955681263,63571.606571189084,59602.082
2024-07-06,10,18,43092.39,79415.43268765515,78019.74731152772,80227.29
2024-07-13,10,18,90485.32,66722.04205650088,56854.00198108058,59411.164
2024-07-20,10,18,82271.59,63090.62172846996,62096.24385457003,59365.5
2024-07-27,10,18,65397.55,65569.45826980221,62030.41909409221,61393.727
2024-08-03,10,18,55584.79,64598.6510804286,60802.429331497726,59890.06
2024-08-10,10,18,92917.94,66776.9367377283,61025.32927073365,56934.85
2024-08-17,10,18,99134.63,55974.79264779768,59627.79865046504,56553.977
2024-08-24,10,18,25937.82,67153.72914071887,59868.7574043863,60959.246
2024-08-31,10,18,60798.89,61614.39772321216,69938.9634755427,62702.703
2024-06-01,10,19,19289.92,61014.181124310686,54468.9161924457,61233.27
2024-06-08,10,19,91981.97,60127.996472463965,54655.39473136012,61849.832
2024-06-15,10,19,86451.98,55425.01934304696,55444.11081709258,56330.266
2024-06-22,10,19,45705.34,59042.35160247985,54755.39688159,56755.23
2024-06-29,10,19,20025.9,59693.80200345847,60659.620841639575,60422.758
2024-07-06,10,19,100340.72,73502.66545195432,66884.42857076917,81442.3
2024-07-13,10,19,65084.81,66588.89340384069,56278.320993722395,58573.984
2024-07-20,10,19,34646.51,59781.68866929385,55567.147150698744,60057.86
2024-07-27,10,19,34148.17,60226.26261782564,53961.93231627474,60299.11
2024-08-03,10,19,27293.0,62115.062475345585,54624.2478425826,58583.906
2024-08-10,10,19,99970.7,59319.52087523821,56752.09267513724,58963.105
2024-08-17,10,19,88783.09,51427.169827764395,64849.777397882746,58384.8
2024-08-24,10,19,41248.74,62426.054278986725,56151.985559062494,58234.445
2024-08-31,10,19,42053.69,56871.26349593388,57478.88636251059,61891.453
2024-06-01,10,20,56420.09,58422.183958138856,58694.63293780064,61385.59
2024-06-08,10,20,45950.51,58463.68417041383,56659.03418680682,61452.656
2024-06-15,10,20,32730.41,51086.40726359611,57943.74820330886,57537.324
2024-06-22,10,20,10490.38,52450.68120093083,53563.9760255656,57443.28
2024-06-29,10,20,43104.17,47906.695717305694,61054.19325890681,56460.85
2024-07-06,10,20,117995.34,61998.355343873314,52793.62464165063,70948.26
2024-07-13,10,20,13292.35,58327.95956109645,70514.08658392707,62727.81
2024-07-20,10,20,66810.82,54411.02910521396,69133.73833685103,58800.652
2024-07-27,10,20,41405.17,56374.74910140993,55509.909682807884,57860.023
2024-08-03,10,20,91713.93,57292.32325228866,60500.30741577283,59348.01
2024-08-10,10,20,56487.32,61064.97347406022,65685.71862387676,61877.043
2024-08-17,10,20,42242.19,49542.50065156789,58778.178735180656,62204.05
2024-08-24,10,20,12045.52,60355.026301749596,58269.081546526424,59398.633
2024-08-31,10,20,109309.63,55113.398332214805,58436.56331430765,61021.047
2024-06-01,11,1,35243.22,64282.127131091394,51351.09346987642,55778.953
2024-06-08,11,1,42048.85,62949.255338692536,46410.72563737815,54245.754
2024-06-15,11,1,53604.85,61293.99565825366,49728.47170383962,53717.617
2024-06-22,11,1,37633.92,66331.81278736008,44017.735747549705,54295.473
2024-06-29,11,1,53435.55,60068.18118402879,53574.19725283256,53475.285
2024-07-06,11,1,77729.83,78569.03066634282,73794.67533476748,69635.11
2024-07-13,11,1,99158.04,71877.81689768514,44608.27485902286,48764.055
2024-07-20,11,1,65116.2,74513.21159828993,48936.78210610089,47875.402
2024-07-27,11,1,24145.06,71994.29109433191,52472.990033530594,56836.598
2024-08-03,11,1,38713.34,77068.53041857918,54494.86641079643,57245.9
2024-08-10,11,1,12410.13,73722.75847002192,56921.71309489279,56039.94
2024-08-17,11,1,81974.44,72117.01952244813,55943.040289574696,54994.7
2024-08-24,11,1,23408.65,72154.49070912888,60429.33870089104,55632.957
2024-08-31,11,1,71336.61,72316.70585848505,53559.35148850698,56322.984
2024-06-01,11,2,15435.5,75410.2291970028,64222.10398342271,67806.234
2024-06-08,11,2,47474.84,68388.91901347163,63318.02560658448,62268.363
2024-06-15,11,2,79844.35,66028.38918839826,63964.93965569607,68616.04
2024-06-22,11,2,38782.63,74980.72827313692,62904.55992613148,63394.117
2024-06-29,11,2,78557.06,64520.81271629196,61874.152835944005,63411.277
2024-07-06,11,2,123197.5,82881.7349996083,69705.9468186298,79250.72
2024-07-13,11,2,85775.19,81926.18359531972,61985.394819067325,63605.086
2024-07-20,11,2,83260.87,84938.68952887281,70144.24711809549,62243.89
2024-07-27,11,2,24883.41,77713.32528117197,57956.08630243629,58112.25
2024-08-03,11,2,77979.13,86197.74267065499,71423.37350264764,73642.805
2024-08-10,11,2,27832.19,82217.6402433049,69024.84185695167,62566.957
2024-08-17,11,2,71633.75,81931.80234706559,57856.49659286026,59687.223
2024-08-24,11,2,62136.66,79179.1294136492,71773.53887386459,63109.176
2024-08-31,11,2,23344.5,79763.4975211483,69086.65865124033,59857.105
2024-06-01,11,3,71638.13,72778.35044619627,62293.034514445324,61470.582
2024-06-08,11,3,10322.62,72715.35186233229,59473.07378371794,58301.402
2024-06-15,11,3,71588.29,67772.62507549592,63824.032311184776,66329.28
2024-06-22,11,3,96942.41,75844.3287735781,60211.6487460967,59198.566
2024-06-29,11,3,12022.6,72789.23719358299,61645.8442094359,60557.633
2024-07-06,11,3,62063.92,85849.7610503048,86888.85121572562,87699.85
2024-07-13,11,3,47185.81,75151.30925483472,64500.49504915818,60024.9
2024-07-20,11,3,14107.59,78049.2331733878,62178.845735767856,63985.41
2024-07-27,11,3,15956.03,68989.35446169585,64988.89595595361,66896.234
2024-08-03,11,3,93451.97,69430.1731344409,66371.61959220636,66823.69
2024-08-10,11,3,45651.16,72286.32648540352,65813.98921366723,62083.137
2024-08-17,11,3,107115.52,71260.12825734424,67495.85431116466,64893.42
2024-08-24,11,3,10279.61,68323.36445463024,65230.02284768897,58174.414
2024-08-31,11,3,90494.82,71800.10123542926,68409.54339514994,65765.84
2024-06-01,11,4,102217.5,63729.8531455589,68990.38713006013,64277.176
2024-06-08,11,4,12526.06,67100.06847658526,63278.10668528739,67128.57
